appid,name,price,positive_ratings,negative_ratings,owners,average_playtime,is_multiplayer,description_length,tag_count,addictive_tag_count,addiction_level
601430,The Evil Within 2,39.99,8871,790,,1299,0,291,20,4,High
601510,Yu-Gi-Oh! Duel Links,0.0,7969,2563,,864,1,225,15,6,High
601540,Veil of Crows,10.99,247,138,,131,0,272,10,3,Low
601570,Fix Me Fix You,5.19,29,6,,243,0,259,9,0,Medium
601640,The guard of dungeon,5.19,36,30,,220,0,171,17,3,Medium
601650,My Name is You,3.19,335,85,,267,0,242,6,0,Medium
601930,Trianguluv,1.59,23,5,,271,0,97,10,1,Medium
602170,Planet of Mubu,4.7,42,16,,265,0,252,3,1,Medium
602520,NEKOPARA Vol. 3,6.99,7678,202,,317,0,202,20,2,High
602790,Fated Souls 3,4.99,6,1,,272,0,115,6,2,Medium
602890,hack_me 2,2.79,471,191,,225,0,128,3,0,Medium
602910,One Wish,3.99,25,7,,283,0,239,5,0,Medium
602930,Wordlase,1.99,29,24,,10603,0,287,4,0,High
602940,The Quest for Achievements,3.99,57,50,,256,0,209,4,1,Medium
603030,Lamp Head,0.79,58,24,,244,0,156,20,0,Medium
603040,SINISTRY SILINIUM,3.19,67,34,,309,0,251,8,1,High
603060,Tarim: Guardians,0.79,17,4,,246,0,288,4,2,Medium
603090,Dream Stone,1.99,9,4,,242,0,235,13,0,Medium
603130,Masked Shooters,0.79,70,31,,91,0,90,9,3,Low
603150,Defence to death,4.79,19,31,,228,0,137,7,1,Medium
603190,Tank Destroyer,0.79,197,52,,15655,0,82,8,2,High
603220,ROTii,0.79,13,1,,253,0,203,4,1,Medium
603260,The Cat Games,1.59,536,59,,43,0,57,16,1,Low
603360,CryptoMoneya,0.79,43,36,,424,0,225,2,0,High
603370,Western FPS,0.79,91,40,,429,0,289,4,1,High
603460,King and Assassins,5.19,8,8,,10,0,271,1,1,Low
603530,A Robot Named Fight!,10.29,271,30,,279,0,259,11,2,Medium
603700,The Low Road,10.99,75,21,,298,0,184,20,0,High
603750,- Arcane Raise -,1.99,51,87,,212,0,259,10,3,Medium
603810,A Girls Fabric Face,1.99,67,12,,52,0,335,7,0,Low
603850,Age of Civilizations II,4.49,2712,698,,957,0,265,18,3,High
603860,Hexagon Defense,2.79,21,11,,505,0,305,3,0,High
603890,Pain Train 2,7.99,88,107,,304,0,233,15,5,High
603960,Monolith,5.59,522,7,,80,0,220,16,2,Low
604010,Chimpology,1.59,28,4,,307,0,254,3,0,High
604040,Legion Tale,3.99,8,3,,338,0,281,7,1,High
604060,Goblin Harvest - The Mighty Quest,6.99,6,2,,5,0,125,4,2,Low
604170,Libra of the Vampire Princess,29.99,31,5,,276,0,310,7,0,Medium
604450,Another Adventure,1.59,3835,362,,78,0,34,5,0,Low
604490,Running Through Russia,0.79,751,335,,22,0,92,11,0,Low
604500,Tank Force,0.0,604,378,,359,1,176,5,2,High
604780,aMAZE,0.79,211,72,,212,0,99,20,0,Medium
604830,All Alone: VR,2.79,33,13,,221,0,73,3,0,Medium
605220,Get CARNAGE!!!,3.19,37,7,,259,0,255,3,1,Medium
605500,What's under your blanket 2 !?,0.79,429,162,,2098,0,124,11,1,High
605510,Rigor Mortis,1.99,33,19,,502,0,275,2,0,High
605530,PippiStory,0.79,93,43,,299,0,285,4,1,High
605610,Dawn,0.0,530,59,,29,0,192,8,1,Low
605910,Bootombaa,0.79,46,77,,771,0,236,4,1,High
606050,Gump Runner,0.79,17,14,,229,0,183,2,0,Medium
606150,Moonlighter,15.49,3035,833,,819,0,199,20,4,High
606280,Darksiders III,44.99,3302,1368,,1716,0,285,20,3,High
606330,Shadows 2: Perfidia,7.19,139,39,,256,0,232,6,1,Medium
606690,Ecchi Sketch: Draw Cute Girls Every Day!,9.99,52,11,,44,0,259,5,0,Low
606730,Sine Mora EX,7.99,147,63,,374,0,334,4,1,High
606800,Startup Company,6.99,1826,525,,5442,0,194,17,2,High
606890,Masters of Anima,16.99,123,11,,175,0,242,5,3,Medium
607050,Wargroove,15.99,1040,252,,156,1,251,13,2,Medium
607200,Tanki X,0.0,1189,598,,119,0,224,9,4,Low
607260,McOsu,0.0,1170,150,,20,0,201,6,0,Low
607270,Jack's Gang,1.69,53,88,,218,0,40,2,1,Medium
607440,Escape: VR,1.99,113,20,,308,0,56,2,0,High
607660,21 Days,1.59,39,13,,63,0,304,5,0,Low
607880,Accel World VS. Sword Art Online Deluxe Edition,39.99,543,138,,76,0,220,14,5,Low
607890,Sword Art Online: Hollow Realization Deluxe Edition,39.99,2860,707,,605,0,114,20,6,High
608390,Mad Dagger,0.79,59,63,,276,0,329,4,1,Medium
608540,Blastercell,3.99,9,5,,265,0,210,3,1,Medium
608560,Last Tale,0.79,191,58,,276,0,274,4,1,Medium
608630,PIXEL ZUMBI,0.79,9,4,,332,0,82,3,1,High
608660,Psebay,6.99,65,6,,261,0,55,5,0,Medium
608800,Guns of Icarus Alliance,7.19,625,211,,67,0,275,11,4,Low
608830,Project:surviving,0.79,22,29,,211,0,279,5,1,Medium
608990,The Archotek Project,0.0,208,209,,2,1,285,9,4,Low
609100,Gold Rush! 2,8.29,8,3,,305,0,327,3,1,High
609320,FAR: Lone Sails,11.39,3359,266,,179,0,233,20,2,Medium
609490,Minit,6.99,823,91,,247,0,68,16,3,Medium
609940,KROSMAGA,0.0,533,206,,73,1,201,14,2,Low
610080,Realm Grinder,0.0,2266,463,,1058,0,80,15,4,High
610130,UltraGoodness,4.79,113,33,,220,0,179,15,3,Medium
610180,The Jackbox Party Pack 4,18.99,284,54,,50,0,287,8,3,Low
610310,Star Story: The Horizon Escape,10.99,124,21,,15,0,258,16,1,Low
610360,Zup! Zero,0.79,1270,102,,187,0,39,8,0,Medium
610390,Sugar Box,1.69,69,8,,271,0,94,4,1,Medium
610410,PAWARUMI,12.99,38,3,,11,0,252,17,2,Low
610560,Tales of the Lumminai,5.19,3,3,,344,0,281,4,1,High
610670,Alchemyland,0.79,44,57,,387,0,280,5,1,High
610780,Crazy Buggy Racing,3.99,17,49,,249,0,20,4,1,Medium
610810,Your Friend Hana,0.79,294,164,,91,0,189,13,0,Low
610840,JASEM: Just Another Shooter with Electronic Music,5.19,81,12,,241,0,167,16,2,Medium
610930,Phantom Soldier,3.99,154,225,,222,0,149,7,3,Medium
610960,红石遗迹 - Red Obsidian Remnant,5.99,619,93,,890,0,61,8,3,High
611120,IKEA VR Pancake Kitchen,0.0,51,47,,10,0,287,20,1,Low
611160,Karnage Chronicles,18.99,279,21,,25,0,80,13,4,Low
611350,Evil Tag,0.79,131,60,,20,0,212,5,3,Low
611500,Quake Champions,0.0,15879,7098,,754,0,294,19,5,High
611660,Fallout 4 VR,39.99,2647,1162,,161,0,200,19,7,Medium
611670,The Elder Scrolls V: Skyrim VR,39.99,2352,457,,140,0,246,21,3,Medium
611780,Across The Moment,1.99,51,5,,302,0,210,6,0,High
611790,House Party,10.99,3329,593,,313,0,269,19,2,High
611960,Pilam Sky,2.89,39,5,,309,0,178,5,1,High
611980,Oik 2,0.79,811,72,,140,0,21,10,0,Medium
612020,Zombidle : REMONSTERED,0.0,1000,151,,213,1,195,9,2,Medium
612070,Kio's Adventure,1.59,921,250,,36,0,276,13,1,Low
612110,Sweet fantasy,2.79,232,50,,130,0,76,11,0,Low
612250,Eastwood VR,2.79,5,10,,366,0,215,5,1,High
612310,GORB,0.79,22,1,,166,0,109,4,1,Medium
612470,Bio Inc. Redemption,9.99,648,95,,100,0,226,7,2,Low
612590,Mouse Playhouse,0.0,30,5,,3,0,113,4,0,Low
612610,Bombinator,0.0,33,64,,7,1,341,4,1,Low
612880,Wolfenstein II: The New Colossus,39.99,11732,4461,,921,0,273,20,5,High
613010,Secret in Story,0.79,58,30,,269,0,283,3,0,Medium
613100,House Flipper,15.49,7019,1761,,520,0,163,20,3,High
613190,Unworthy,12.39,231,37,,439,0,180,10,2,High
613470,The Inner World - The Last Wind Monk,18.99,123,15,,443,0,274,3,0,High
614030,Rhythm Rush!,0.79,113,32,,372,0,318,12,3,High
614460,Amber Tail Adventure,0.79,13,15,,243,0,167,3,1,Medium
614570,Dishonored®: Death of the Outsider™,19.99,2864,541,,891,0,172,20,3,High
614630,Tiny Rails,6.99,189,80,,1866,0,260,10,0,High
614660,Magic Technology,2.09,25,6,,326,0,225,3,1,High
614950,Shootout on Cash Island,2.09,143,18,,90,0,81,10,2,Low
615090,Royal Offense,1.99,49,11,,412,0,156,4,2,High
615400,Make It Rain: Love of Money,0.0,45,71,,3,0,296,6,2,Low
615610,Orbt XL,0.79,2100,45,,52,0,151,20,2,Low
615670,SOLITUNE,1.69,52,10,,42,0,190,10,0,Low
615970,Displaced,4.79,70,53,,316,0,68,3,1,High
616030,Eventide Night,1.59,24,1,,274,0,255,3,0,Medium
616110,SPACEPLAN,1.99,1183,121,,230,0,136,7,0,Medium
616220,Hide vs. Seek,0.0,165,372,,16,0,291,18,7,Low
616250,Crystalline,14.99,771,23,,982,0,111,20,2,High
616360,Crimson Earth,0.79,120,100,,454,0,294,4,1,High
616560,Ultimate Epic Battle Simulator,11.39,2813,1349,,677,0,293,20,5,High
616720,Live2DViewerEX,3.99,665,91,,55,0,47,4,0,Low
617160,Home Sweet Home,12.99,984,176,,12,0,258,17,2,Low
617170,Mission: Escape from Island,1.59,28,31,,304,0,298,3,2,High
617420,Animal Rivals,5.19,24,20,,7,0,281,3,1,Low
617440,Juanito Arcade Mayhem,6.99,179,10,,6,0,238,20,2,Low
617710,Cannons-Defenders: Steam Edition,0.79,47,36,,309,0,117,11,1,High
617830,SUPERHOT VR,18.99,2007,265,,102,0,256,9,3,Low
618080,Martial Arts Brutality,0.0,424,81,,97,1,172,10,2,Low
618120,HellGunner,0.79,99,26,,289,0,161,5,1,Medium
618510,Battle Bruise,0.79,266,20,,178,0,147,6,1,Medium
618540,Slug Blast,0.79,7,2,,210,0,121,1,1,Medium
618720,1bitHeart,1.99,293,15,,139,0,263,20,0,Medium
618740,Beat Hazard 2,14.49,279,24,,173,0,172,15,2,Medium
618950,Agatha Knife,8.99,134,6,,215,0,303,6,0,Medium
619340,Conjuntalia,0.79,28,22,,433,0,318,11,0,High
619400,Fluffy Creatures VS The World,0.79,70,134,,214,0,212,5,1,Medium
619470,Boss Defiance,3.99,6,4,,15,0,295,9,2,Low
619520,Destruction 48,3.19,19,25,,414,0,328,3,1,High
619550,Vision,0.0,20,5,,2,0,89,3,0,Low
619700,Steel Rats™,15.99,64,42,,22,0,283,6,1,Low
619740,The Inevitability,3.99,23,12,,408,0,302,4,0,High
619780,The Swords of Ditto,11.39,650,597,,542,0,153,15,5,High
619880,ATOMEGA,8.59,609,189,,237,0,238,4,3,Medium
619890,Evil Glitch,1.99,27,2,,302,0,223,2,1,High
619910,Just Cause™ 3: Multiplayer Mod,0.0,865,345,,74,0,117,11,5,Low
620080,A Clockwork Ley-Line: The Borderline of Dusk,15.49,27,2,,571,0,189,5,0,High
620130,Chaos Town,2.89,5,0,,302,0,79,20,4,High
620190,Gunsmith,14.99,260,72,,25,0,301,9,2,Low
620210,Fatal Twelve,15.49,125,9,,513,0,275,6,0,High
620240,Outrunner,0.79,283,55,,289,0,181,18,1,Medium
620310,Bonny's Adventure,2.79,10,1,,424,0,137,4,1,High
620530,Mirt. Tales of the Cold Land. Chapter one,0.79,172,28,,335,0,340,16,0,High
620590,Ancestors Legacy,27.79,1962,674,,519,0,208,14,3,High
620980,Beat Saber,15.49,11083,797,,1204,0,143,15,2,High
621060,PC Building Simulator,14.99,6563,775,,2021,0,237,18,2,High
621150,False Shelter,0.79,13,8,,236,0,228,2,1,Medium
621530,One Star,3.19,24,49,,253,0,115,3,2,Medium
621880,Phoenix Dynasty 2,0.0,137,199,,73,0,299,8,4,Low
622040,Zooicide,3.99,166,87,,7,0,141,8,2,Low
622170,Offensive Combat: Redux!,8.99,217,116,,28,0,282,5,4,Low
622370,Freaky Awesome,6.99,108,64,,23,0,260,11,3,Low
622440,Pandemic: The Board Game,7.19,38,49,,1,0,214,4,2,Low
622530,Stoire,0.79,9,11,,242,0,146,4,0,Medium
622650,Bendy and the Ink Machine™,15.49,9901,1398,,38,0,140,20,1,Low
622720,Weedcraft Inc,15.49,234,77,,135,0,232,7,1,Medium
622820,HALUNAZI,0.79,8,7,,287,0,178,3,1,Medium
622920,P-Walker's Simulation,1.99,32,34,,249,0,87,8,1,Medium
623310,Arcfall,0.0,122,96,,16,0,313,4,1,Low
623550,Timen runner,0.79,36,31,,304,0,85,8,0,High
623580,POBEDA,0.79,36,31,,276,0,215,3,1,Medium
623840,Ambre - a heartbreaking kinetic novel,0.0,358,114,,12,0,130,6,0,Low
623940,HIVESWAP: Act 1,5.59,2909,171,,243,0,258,20,1,Medium
624090,Football Manager 2018,37.99,4399,2466,,19379,0,243,9,2,High
624120,Football Manager Touch 2018,21.99,75,54,,1178,0,72,4,0,High
624460,Fantasynth: Chez Nous,0.0,296,12,,8,0,199,5,0,Low
625370,A SECOND BEFORE US,2.89,38,28,,302,0,210,6,0,High
625430,Doodle God Blitz,0.0,341,178,,49,0,280,5,0,Low
625470,The Red Stare,0.0,165,14,,17,0,89,4,1,Low
625950,Pic Guesser,0.79,6,14,,190,0,144,1,0,Medium
626010,Office Space: Idle Profits,0.0,134,77,,396,0,106,3,0,High
626510,LoveKami -Useless Goddess-,9.99,119,28,,252,0,255,8,0,Medium
626680,Kreedz Climbing,0.0,564,164,,43,0,210,11,3,Low
626690,Sword Art Online: Fatal Bullet,34.99,5654,2082,,1413,0,213,20,9,High
627270,Injustice™ 2,39.99,3673,938,,103,0,135,10,2,Low
627620,Intelligent Design: An Evolutionary Sandbox,5.19,59,64,,24,0,297,14,2,Low
627690,Idle Champions of the Forgotten Realms,0.0,2884,675,,8508,0,208,11,3,High
627950,1914: Prelude to Chaos,0.79,26,37,,248,0,244,2,1,Medium
628070,Romance of the Three Kingdoms 11 with Power Up Kit / 三國志11 with パワーアップキット,30.99,481,67,,1336,0,326,3,1,High
628340,1 vs 1 : Global Operations,3.19,31,32,,257,0,182,3,2,Medium
628400,Robot Shield,3.19,7,14,,313,0,186,2,1,High
628440,Multiplayer FPS Demo,0.0,111,92,,1,0,339,7,3,Low
628520,Rozkol,3.19,22,25,,285,0,160,8,1,Medium
628580,Miniballist,0.79,10,3,,622,0,59,7,0,High
628750,aMAZE 2,0.79,316,63,,255,0,101,20,0,Medium
628760,The Adventurer - Episode 1: Beginning of the End,0.79,42,60,,271,0,63,4,1,Medium
628770,Tangledeep,10.99,488,66,,24,0,285,13,2,Low
628840,Fighter of Evil,1.59,30,33,,412,0,86,2,1,High
628850,Spiny Adventures,0.79,31,16,,120,0,73,10,0,Low
629380,Cosmic Pioneer,0.99,11,14,,294,0,296,3,0,High
629440,Graze Counter,6.99,108,3,,324,0,168,20,1,High
629730,Blade and Sorcery,15.49,1325,204,,12,0,193,12,2,Low
629910,Clicker Heroes 2,23.79,826,384,,2259,0,125,10,3,High
630100,SoulWorker - Anime Action MMO,0.0,5953,1904,,1492,0,207,20,7,High
630310,The Mummy Demastered,15.49,178,44,,299,0,281,9,1,High
630720,Mana Spark,7.19,182,27,,54,0,193,9,3,Low
631010,Crimson Earth 2,0.79,81,66,,341,0,14,6,1,High
631510,Devil May Cry HD Collection,24.99,1217,211,,125,0,126,20,1,Low
631530,Fight or Die 2,3.19,25,22,,433,0,293,4,2,High
631980,Immortal Planet,10.99,111,15,,38,0,269,7,2,Low
632070,The Fidelio Incident,6.99,430,101,,283,0,297,11,0,Medium
632300,Hobo: Tough Life,13.99,568,280,,43,0,293,8,4,Low
632350,Cyberdimension Neptunia: 4 Goddesses Online | 四女神オンライン CYBER DIMENSION NEPTUNE | 四女神ONLINE 幻次元遊戲戰機少女,30.99,2953,418,,59,0,295,20,4,Low
632360,Risk of Rain 2,14.99,17902,975,,1455,0,256,19,6,High
632880,The Majesty of Colors Remastered,1.69,22,0,,84,0,161,4,0,Low
633110,FAST BEAT LOOP RACER GT | 環狀賽車GT,7.19,224,112,,478,0,254,5,1,High
633130,Nongünz,4.99,233,149,,129,0,143,10,2,Low
633230,NARUTO TO BORUTO: SHINOBI STRIKER,39.99,1937,1574,,417,0,221,13,6,High
633350,WtBoy,0.79,11,11,,213,0,78,3,0,Medium
633460,Tannenberg,15.49,3019,607,,94,0,246,20,7,Low
633880,Lone Warrior,0.79,41,49,,288,0,257,4,1,Medium
634200,Tanks vs Aliens,3.99,25,6,,374,0,239,5,2,High
634230,Project First Contact,0.79,26,43,,302,0,149,20,2,High
635000,Edge of Hearts,1.59,30,15,,396,0,322,6,1,High
635250,Evil Genome 光明重影,10.99,274,106,,100,0,179,11,2,Low
635260,CarX Drift Racing Online,9.9,3048,374,,608,0,152,10,2,High
635320,Last Day of June,14.99,1752,257,,116,0,161,20,1,Low
635730,Dragonia,1.59,4562,702,,135,0,154,16,3,Medium
635880,Chicken Labyrinth Puzzles,0.79,86,45,,209,0,67,2,0,Medium
636040,Pixel Worlds: MMO Sandbox,0.0,1043,674,,232,1,300,15,5,Medium
636100,Tesla vs Lovecraft,10.99,409,52,,131,0,269,20,3,Low
636150,Cyberhunt,0.79,322,70,,282,0,143,6,1,Medium
636370,The Sun Never Sets,4.0,11,3,,301,0,281,2,1,High
636470,Tungulus,1.59,17,19,,233,0,115,2,0,Medium
636480,Ravenfield,10.99,9119,569,,2095,0,144,19,5,High
637090,BATTLETECH,34.99,8238,2953,,1641,1,180,20,4,High
637650,FINAL FANTASY XV WINDOWS EDITION,34.99,13789,4046,,851,0,248,20,6,High
637670,Secret of Mana,29.99,936,518,,244,0,229,18,4,Medium
637850,Confess My Love,0.0,3357,209,,308,0,220,17,1,High
638070,Murderous Pursuits,7.99,1344,856,,274,0,195,9,3,Medium
638110,Desert Bus VR,0.0,433,60,,11,0,256,11,2,Low
638680,Flight to Eternity,0.79,49,22,,273,0,79,5,1,Medium
638690,Pixel Russia Streets,4.99,12,14,,285,0,144,4,1,Medium
638970,Yakuza 0,14.99,9023,1343,,1255,0,291,20,3,High
639170,Minecraft: Story Mode - Season Two,11.99,1117,121,,517,0,160,20,2,High
639780,Deep Space Waifu: FLAT JUSTICE,1.69,1449,67,,143,0,243,14,1,Medium
639790,DEEP SPACE WAIFU,1.59,7222,252,,167,0,297,20,1,Medium
640150,Tale of Toast,0.0,334,313,,45,0,298,11,5,Low
640380,UBERMOSH Vol.5,0.79,204,9,,21,0,47,9,1,Low
640820,Pathfinder: Kingmaker,34.99,6063,2426,,1642,0,272,18,2,High
641080,Trials® Rising,20.99,412,346,,1281,0,223,10,2,High
641960,BOXVR,14.99,443,58,,157,0,131,10,1,Medium
641990,The Escapists 2,19.99,5085,1167,,674,0,209,20,7,High
642580,Cally's Caves 4,7.19,58,18,,6,0,174,7,1,Low
643270,OLDTV,0.0,4293,219,,25,0,38,13,0,Low
643880,Strikey Sisters,9.99,412,28,,762,0,164,20,2,High
643980,Ironbound,0.0,143,65,,6,1,178,20,4,Low
644080,Alphabear: Hardcover Edition,6.99,67,13,,82,0,105,5,0,Low
644100,RUN ROOMS,1.49,235,95,,277,1,167,8,2,Medium
644290,MEMORIES OF MARS,15.49,456,335,,23,0,228,19,7,Low
644540,Dies irae ~Amantes amentes~,0.0,262,51,,244,0,230,13,1,Medium
644560,Mirror,1.69,21474,702,,281,0,231,20,2,Medium
644570,Material Girl,1.59,6922,648,,221,0,237,20,4,Medium
644930,They Are Billions,19.49,11377,1921,,1712,0,261,19,2,High
645090,Zup! 5,0.79,1512,126,,170,0,39,9,0,Medium
645260,Trophy Fishing 2,0.0,405,198,,34,0,303,6,1,Low
645480,Spider-Man: Homecoming - Virtual Reality Experience,0.0,196,126,,9,0,274,4,1,Low
645630,Car Mechanic Simulator 2018,14.99,9390,2752,,724,0,285,20,5,High
645710,Crazy Catman,0.79,97,75,,9,0,208,4,1,Low
645730,RESONANCE OF FATE™/END OF ETERNITY™ 4K/HD EDITION,27.79,291,56,,1711,0,210,12,2,High
645820,Odysseus Kosmos and his Robot Quest (Complete Season),14.99,81,3,,1,0,285,20,0,Low
646100,Woodlands,4.79,71,176,,10,0,127,7,3,Low
646200,Dead Effect 2 VR,19.49,663,134,,178,0,230,6,2,Medium
646270,60 Parsecs!,10.99,432,92,,465,0,233,20,3,High
646570,Slay the Spire,19.49,26166,998,,3034,0,200,17,4,High
646600,Baobabs Mausoleum Ep.1: Ovnifagos Don´t Eat Flamingos,2.09,76,28,,14,0,154,14,1,Low
646910,The Crew™ 2,49.99,4030,3916,,2029,0,215,20,6,High
647830,LEGO® Marvel Super Heroes 2,24.99,870,268,,114,0,233,20,6,Low
647960,Rusted Warfare - RTS,3.99,519,25,,834,1,277,17,5,High
648120,Pixel Painter,0.79,353,95,,240,1,69,2,0,Medium
648350,Jurassic World Evolution,34.99,9824,4060,,1201,0,308,20,6,High
648390,Marie's Room,0.0,3763,206,,30,0,223,17,1,Low
648430,Hand of the Gods,0.0,738,537,,378,0,173,9,2,High
648800,Raft,14.99,11577,3177,,826,0,248,19,8,High
649600,Swords and Sandals 2 Redux,5.19,116,45,,33,0,266,5,1,Low
649900,Mini Guns - Omega Wars,0.0,208,135,,11,1,71,5,3,Low
650000,DOOM VFR,19.99,849,609,,122,0,250,10,3,Low
650220,Interplanetary: Enhanced Edition,10.99,225,56,,93,0,200,7,2,Low
650490,Dinosaur Hunt First Blood,3.99,52,71,,5,1,180,4,1,Low
650700,Yume Nikki,0.0,1779,166,,8,0,77,20,0,Low
651090,Aces High III,0.0,92,91,,1,0,184,4,0,Low
651660,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),10.99,304,89,,195,0,225,8,2,Medium
652950,Maggie's Apartment,6.99,91,3,,99,0,177,2,0,Low
652980,Loading Screen Simulator,0.0,5783,936,,26,0,170,16,0,Low
653530,Return of the Obra Dinn,15.49,3960,130,,160,0,43,20,0,Medium
654050,JYDGE,10.99,380,58,,16,0,209,20,4,Low
654440,Isotiles - Isometric Puzzle Game,1.59,76,7,,17,0,226,10,1,Low
654850,Masked Forces: Zombie Survival,0.79,220,103,,8,0,148,17,8,Low
654880,Dream Daddy: A Dad Dating Simulator,10.99,3049,373,,230,0,156,20,0,Medium
654900,qop,0.79,339,34,,25,0,97,7,0,Low
654990,Dude Simulator,3.99,266,269,,282,0,122,20,4,Medium
655100,Oik 3,0.79,205,29,,78,0,22,10,0,Low
655160,welcome to heaven,0.0,322,145,,1,0,52,6,0,Low
655280,Ping,0.79,16,3,,2,0,86,2,1,Low
655470,A Goo Adventure,0.79,15,14,,1,0,143,6,1,Low
655550,NOKBAK,0.0,189,84,,3,0,216,5,3,Low
655620,Krieg,0.0,21,4,,1,0,277,4,1,Low
655790,Fly Simulator,0.79,123,77,,757,0,266,4,2,High
656090,Salty Fish Go!,0.79,738,72,,178,0,37,6,1,Medium
656200,电竞俱乐部/ESports Club,5.99,761,550,,319,0,182,7,1,High
656370,Warp Rider,3.99,26,44,,25324,0,280,10,1,High
656610,Red Wake Carnage,6.99,35,62,,48,1,132,6,1,Low
657090,Robothorium: Sci-fi Dungeon Crawler,10.99,158,43,,161,0,246,17,3,Medium
657200,Hand Simulator,1.59,9792,2665,,169,0,246,20,5,Medium
657280,Rytmik Studio,22.99,66,6,,38,0,295,5,0,Low
657590,Grav Blazer,4.99,36,28,,2,0,209,6,1,Low
657630,Fidget Spinner,0.79,360,74,,28,0,161,20,1,Low
658470,Mini Battlegrounds,0.0,328,162,,4,0,253,8,3,Low
658560,Zup! 7,0.79,844,46,,110,0,39,8,0,Low
658570,FURIDASHI: Drift Cyber Sport,10.99,666,137,,16,0,289,5,1,Low
658850,Do Not Feed the Monkeys,8.99,1333,107,,156,0,235,10,1,Medium
658980,Valnir Rok Survival RPG,14.99,401,260,,489,0,277,19,7,High
659190,"Sorry, James",3.99,367,93,,54,0,24,17,1,Low
659460,RiotZ,2.79,5,12,,213,0,140,4,1,Medium
660880,b,0.0,2848,331,,7,0,43,20,5,Low
661740,Morphite,10.99,53,18,,1,0,184,5,2,Low
661920,Claybook,11.39,128,48,,44,0,130,4,1,Low
661990,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!!,22.99,59,11,,75,0,212,14,1,Low
662560,Space Shock 3,1.59,13,1,,2,0,141,2,1,Low
662640,Wizhood,1.59,18,15,,1,0,141,5,1,Low
663090,Granado Espada,0.0,181,124,,44,0,266,5,2,Low
663390,Rento Fortune - Online Dice Board Game,3.99,596,545,,346,1,179,9,2,High
664180,Draw Puzzle 画之谜,3.99,571,12,,1469,0,162,4,0,High
664320,Holy Potatoes! What the Hell?!,5.79,31,20,,116,0,153,5,1,Low
665180,Dark Elf,2.79,2421,276,,234,0,264,15,2,Medium
665360,Comedy Night,3.99,4195,1280,,256,0,232,8,1,Medium
665490,The Monster Inside,0.0,983,143,,2,0,114,9,0,Low
666020,Shark Dating Simulator XL,0.79,632,62,,21,0,253,13,1,Low
666100,Shooty Fruity,15.99,83,5,,158,0,180,13,2,Medium
666140,My Time At Portia,24.99,10695,1108,,2094,0,245,20,4,High
666220,CS2D,0.0,4875,579,,41,1,129,15,5,Low
666250,Equalizer,1.69,24,20,,6,0,209,6,1,Low
666260,Formless Adventure,1.59,11,11,,1,0,261,3,0,Low
666860,Bit Heroes,0.0,672,216,,2991,1,261,8,2,High
667720,Red Faction Guerrilla Re-Mars-tered,14.99,1072,318,,168,0,170,13,5,Medium
667870,MINDNIGHT,0.0,962,197,,513,0,182,20,4,High
667890,Dead Maze,0.0,1897,746,,130,0,228,20,7,Low
668170,Incline,0.0,170,186,,15,1,267,9,2,Low
668630,Tricolour Lovestory,1.59,11387,1121,,486,0,284,12,0,High
669050,Mutiny!!,7.19,188,26,,3,0,264,8,0,Low
669320,Nation War:Chronicles | 国战:列国志传,8.29,250,88,,962,0,338,12,1,High
669580,The Ultimatest Battle,0.0,378,110,,35,1,210,20,4,Low
669600,Light in the dark,2.89,61,36,,3,0,341,1,0,Low
670160,D'LIRIUM,2.09,536,33,,233,0,234,19,2,Medium
670290,Real Pool 3D - Poolians,0.0,612,236,,106,0,186,7,1,Low
670430,Colorless Life,1.59,22,14,,2,0,117,9,1,Low
671440,Rise of Industry,19.99,1111,203,,853,0,300,10,1,High
671510,DESOLATE,19.99,2564,1094,,503,0,194,20,10,High
671800,Run!ZombieFood!,2.89,250,76,,75,0,204,8,2,Low
672630,Academia : School Simulator,14.99,369,165,,14,0,253,19,2,Low
672680,Call of War,0.0,693,682,,219,1,224,18,2,Medium
672730,Find You,0.0,301,17,,612,0,80,6,1,High
673000,High Hell,7.19,465,73,,17,0,144,9,3,Low
673050,StarBallMadNess,2.79,4,0,,64,0,234,5,1,Low
673070,The Ranger: Lost Tribe,0.0,225,47,,4,0,294,10,4,Low
673130,AMID EVIL,15.49,582,10,,278,0,179,19,3,Medium
673430,Mahjong Magic Islands,0.0,30,13,,28,0,275,2,0,Low
673560,IOSoccer,0.0,368,131,,9,0,158,7,1,Low
673750,Super Bunny Man,11.39,140,26,,518,0,305,10,4,High
673950,Farm Together,15.49,4022,407,,35,0,111,20,3,Low
674020,World War 3,24.0,8525,5015,,364,0,279,19,5,High
674400,Einar,0.0,852,533,,21,0,242,20,8,Low
674520,Fight'N Rage,14.99,743,49,,24,0,295,14,2,Low
674750,Yet Another Zombie Defense HD,2.79,710,177,,172,0,254,15,5,Medium
674940,Stick Fight: The Game,3.99,24847,2795,,584,0,146,20,7,High
675010,MudRunner,19.99,5845,1172,,527,0,234,19,5,High
675240,Shining Song Starnova,23.79,74,5,,2864,0,40,5,0,High
